level,gas,state_name,type,energy_eV,n_events,n_collisions
41,Ar, EXC 4S1!   J=1 RESONANT           ELEVEL= 15.004 ,excitation,15.004,773.0,0
42,Ar, EXC 3S2    J=1 RESONANT           ELEVEL= 15.022 ,excitation,15.022,745.0,0
43,Ar, EXC 5D5    J=1 RESONANT           ELEVEL= 15.118 ,excitation,15.118,125.0,0
44,Ar, EXC 4S4    J=1 RESONANT           ELEVEL= 15.186 ,excitation,15.186,1262.0,0
45,Ar, EXC 5D2    J=1 RESONANT           ELEVEL= 15.190 ,excitation,15.19,1322.0,0
46,Ar, EXC 6D5    J=1 RESONANT           ELEVEL= 15.308 ,excitation,15.308,15.0,0
47,Ar, EXC 5S1!   J=1 RESONANT           ELEVEL= 15.351 ,excitation,15.351,11.0,0
48,Ar, EXC 4S2    J=1 RESONANT           ELEVEL= 15.360 ,excitation,15.36,15.0,0
49,Ar, EXC 5S4    J=1 RESONANT           ELEVEL= 15.366 ,excitation,15.366,382.0,0
50,Ar, EXC 6D2    J=1 RESONANT           ELEVEL= 15.374 ,excitation,15.374,814.0,0
51,Ar, EXC HIGH   J=1 RESONANT           ELEVEL= 15.660 ,excitation,15.66,3042.0,0
52,CF4, ELASTIC  ANISOTROPIC            CF4              ,elastic,0.0,219324124.0,0
53,CF4, ION  CF3 +                      ELOSS=   15.70   ,ionisation,15.7,29374.0,0
54,CF4, ION  CF2 +                      ELOSS=   21.47   ,ionisation,21.47,21.0,0
55,CF4, ION  CF +                       ELOSS=   29.14   ,ionisation,29.14,0.0,0
56,CF4, ION  F +                        ELOSS=   34.5    ,ionisation,34.5,0.0,0
57,CF4, ION  C +                        ELOSS=   34.77   ,ionisation,34.77,0.0,0
58,CF4," DOUBLE ION    CF3 + , F +       ELOSS=   36.0    ",ionisation,36.0,0.0,0
59,CF4," DOUBLE ION    CF2 + , F +       ELOSS=   40.0    ",ionisation,40.0,0.0,0
60,CF4, IONS  CF3 ++ OR CF2 ++          ELOSS=   41.0    ,ionisation,41.0,0.0,0
61,CF4," DOUBLE ION    CF +  , F +       ELOSS=   43.0    ",ionisation,43.0,0.0,0
62,CF4," DOUBLE ION    C  +  , F +       ELOSS=   63.0    ",ionisation,63.0,0.0,0
63,CF4, IONISATION   CARBON K-SHELL     ELOSS=  285.0    ,ionisation,285.0,0.0,0
64,CF4, ATTACHMENT                                       ,attachment,0.0,80292.0,0
65,CF4, VIB  V2           ANISOTROPIC   ELOSS=   -0.0539 ,superelastic,-0.0539,14176.0,0
66,CF4, VIB  V2           ANISOTROPIC   ELOSS=    0.0539 ,inelastic,0.0539,164494.0,0
67,CF4, VIB  V4           ANISOTROPIC   ELOSS=   -0.0783 ,superelastic,-0.0783,360165.0,0
68,CF4, VIB  V4           ANISOTROPIC   ELOSS=    0.0783 ,inelastic,0.0783,10795496.0,0
69,CF4, VIB  V1           ANISOTROPIC   ELOSS=   -0.1126 ,superelastic,-0.1126,32538.0,0
70,CF4, VIB  V1           ANISOTROPIC   ELOSS=    0.1126 ,inelastic,0.1126,3722710.0,0
71,CF4, VIB  V3           ANISOTROPIC   ELOSS=   -0.1588 ,superelastic,-0.1588,73110.0,0
72,CF4, VIB  V3           ANISOTROPIC   ELOSS=    0.1588 ,inelastic,0.1588,51837474.0,0
73,CF4, VIB 2V3           ANISOTROPIC   ELOSS=    0.3176 ,inelastic,0.3176,6117609.0,0
74,CF4, VIB HARMONIC      ANISOTROPIC   ELOSS=    0.4764 ,inelastic,0.4764,21371911.0,0
75,CF4, NEUTRAL DISS      NON-DIPOLE    ELOSS=   11.5    ,inelastic,11.5,21009.0,0
76,CF4, NEUTRAL DISS DIPOLE F=0.000189  ELOSS=   11.63   ,inelastic,11.63,60.0,0
77,CF4, NEUTRAL DISS DIPOLE F=0.001085  ELOSS=   11.88   ,inelastic,11.88,294.0,0
78,CF4, NEUTRAL DISS DIPOLE F=0.004807  ELOSS=   12.13   ,inelastic,12.13,1194.0,0
79,CF4, NEUTRAL DISS DIPOLE F=0.008819  ELOSS=   12.38   ,inelastic,12.38,1741.0,0
80,CF4, NEUTRAL DISS      NON-DIPOLE    ELOSS=   12.50   ,inelastic,12.5,38304.0,0
81,CF4, NEUTRAL DISS DIPOLE F=0.008918  ELOSS=   12.63   ,inelastic,12.63,1590.0,0
82,CF4, NEUTRAL DISS DIPOLE F=0.008420  ELOSS=   12.88   ,inelastic,12.88,1238.0,0
83,CF4, NEUTRAL DISS DIPOLE F=0.02531   ELOSS=   13.13   ,inelastic,13.13,3205.0,0
84,CF4, NEUTRAL DISS DIPOLE F=0.09553   ELOSS=   13.38   ,inelastic,13.38,10332.0,0
85,CF4, NEUTRAL DISS DIPOLE F=0.11193   ELOSS=   13.63   ,inelastic,13.63,10170.0,0
86,CF4, NEUTRAL DISS DIPOLE F=0.10103   ELOSS=   13.88   ,inelastic,13.88,7958.0,0
87,CF4, NEUTRAL DISS      NON-DIPOLE    ELOSS=   14.00   ,inelastic,14.0,73434.0,0
88,CF4, NEUTRAL DISS DIPOLE F=0.06902   ELOSS=   14.13   ,inelastic,14.13,4497.0,0
89,CF4, NEUTRAL DISS DIPOLE F=0.03968   ELOSS=   14.38   ,inelastic,14.38,2190.0,0
90,CF4, NEUTRAL DISS DIPOLE F=0.02584   ELOSS=   14.63   ,inelastic,14.63,1210.0,0
91,CF4, NEUTRAL DISS DIPOLE F=0.02071   ELOSS=   14.88   ,inelastic,14.88,828.0,0
92,CF4, NEUTRAL DISS DIPOLE F=0.03122   ELOSS=   15.13   ,inelastic,15.13,1082.0,0
93,CF4, NEUTRAL DISS DIPOLE F=0.05580   ELOSS=   15.38   ,inelastic,15.38,1585.0,0
94,CF4, NEUTRAL DISS DIPOLE F=0.10187   ELOSS=   15.63   ,inelastic,15.63,2390.0,0
95,CF4, NEUTRAL DISS DIPOLE F=0.09427   ELOSS=   15.88   ,inelastic,15.88,1783.0,0
96,CF4, NEUTRAL DISS DIPOLE F=0.05853   ELOSS=   16.13   ,inelastic,16.13,944.0,0
97,CF4, NEUTRAL DISS DIPOLE F=0.06002   ELOSS=   16.38   ,inelastic,16.38,813.0,0
98,CF4, NEUTRAL DISS DIPOLE F=0.05647   ELOSS=   16.63   ,inelastic,16.63,649.0,0
99,CF4, NEUTRAL DISS DIPOLE F=0.04885   ELOSS=   16.88   ,inelastic,16.88,500.0,0
100,CF4, NEUTRAL DISS DIPOLE F=0.04036   ELOSS=   17.13   ,inelastic,17.13,349.0,0
101,CF4, NEUTRAL DISS DIPOLE F=0.03298   ELOSS=   17.38   ,inelastic,17.38,214.0,0
102,CF4, NEUTRAL DISS DIPOLE F=0.02593   ELOSS=   17.63   ,inelastic,17.63,166.0,0
103,CF4, NEUTRAL DISS DIPOLE F=0.01802   ELOSS=   17.88   ,inelastic,17.88,82.0,0
104,CF4, NEUTRAL DISS DIPOLE F=0.01287   ELOSS=   18.13   ,inelastic,18.13,45.0,0
105,CF4, NEUTRAL DISS DIPOLE F=0.00830   ELOSS=   18.38   ,inelastic,18.38,23.0,0
106,CF4, NEUTRAL DISS DIPOLE F=0.00698   ELOSS=   18.63   ,inelastic,18.63,20.0,0
107,CF4, NEUTRAL DISS DIPOLE F=0.00581   ELOSS=   18.88   ,inelastic,18.88,17.0,0
108,CF4, NEUTRAL DISS DIPOLE F=0.00502   ELOSS=   19.13   ,inelastic,19.13,6.0,0
109,CF4, NEUTRAL DISS DIPOLE F=0.00398   ELOSS=   19.38   ,inelastic,19.38,4.0,0
110,CF4, NEUTRAL DISS DIPOLE F=0.00189   ELOSS=   19.63   ,inelastic,19.63,3.0,0
